hostid,host,class,HST_1,HST_2,HST_3,HST_4,HST_5,HST_6
5972,www.download-free-mobile-ringtones-and-logos.co.uk,,1725,15,5.314202899,0.253333333,0.260886,5.47061778
5974,www.download-mp3-ringtones-mobile.co.uk,,1215,5,5.047736626,0.788477366,0.427804,2.552275096
5975,www.downloads.jolt.co.uk,,679,11,4.86892489,1.219440353,0.0364426,2.206533776
5981,www.drchaos-funfairs.co.uk,,64,5,5.53125,0.46875,0.176295,1.685483871
5990,www.dropshadowalabama.co.uk,,114,2,3.605263158,0.850877193,0.0597992,1.732673267
5991,www.drownedinsound.co.uk,,29,3,4.068965517,0.034482759,0.329609,1.027972028
6009,www.dulwichsociety.org.uk,,289,3,5.069204152,2.899653979,0.185749,2.051461988
6015,www.dunpender.co.uk,,82,6,5.231707317,0.597560976,0.190075,1.611987382
6016,www.duquesaestates.co.uk,,3951,12,4.763604151,0.070361934,0.262248,7.052338185
6022,www.dvd-clubs.co.uk,,505,4,5.44950495,0.102970297,0.250341,2.570639305
6023,www.dvd-deluxe.co.uk,,743,2,4.714670256,0.822341857,0.13682,2.568663037
6026,www.dvd-players-televisions-hifi-vcr.co.uk,,289,17,6.595155709,0.027681661,0.356795,2.375541126
6027,www.dvd.cheapcat.co.uk,,169,3,5.591715976,0.266272189,0.0530601,1.811382114
6034,www.dvds-uncovered.co.uk,,1801,11,5.044419767,0.01332593,0.0866261,2.326068376
6044,www.dylandavies.co.uk,,76,5,5.25,0.526315789,0.187765,1.67844523
6046,www.dynamicwebs.co.uk,,1770,21,4.881355932,0.168926554,0.150675,3.215940686
6048,www.e-architect.co.uk,,253,7,6.197628458,0.059288538,0.196074,2.316793893
6049,www.e-covered.co.uk,,1025,8,5.190243902,0.427317073,0.179167,2.872340426
6050,www.e-debtconsolidation.co.uk,,1135,4,5.881938326,0.338325991,0.305874,3.041666667
6054,www.e-financing.org.uk,,829,8,5.955367913,0.167671894,0.384412,2.976768198
6057,www.e-nursery.co.uk,,316,2,5.914556962,0.667721519,0.14301,3.026315789
6058,www.e-properties.org.uk,,1340,11,6.138059701,0.098507463,0.475571,3.470609579
6059,www.e-property.org.uk,,948,5,5.522151899,0.206751055,0.331812,3.613676213
6060,www.e-prudence.co.uk,,1080,7,5.442592593,0.04537037,0.437221,3.722846442
6061,www.e-save.org.uk,,1145,6,5.668122271,0.065502183,0.451478,4.183561644
6073,www.eaglesolutions.co.uk,,790,12,4.655696203,0.015189873,0.312888,2.706238643
6083,www.easiloans.org.uk,,1023,6,5.706744868,0.161290323,0.327885,3.759452055
6084,www.easily-remortgage.co.uk,,624,9,5.267628205,0.173076923,0.086852,2.660544218
6087,www.eastangliaplants.co.uk,,6,1,5.5,0,0.0677618,0.52
6090,www.eastbournerugby.co.uk,,6,1,5.333333333,0,0.0659794,0.513513514
6093,www.easterleigh.co.uk,,76,5,3.960526316,0.381578947,0.15784,1.45
6106,www.easyframeconservatories.co.uk,,1449,0,5.93236715,0.028295376,0.393266,5.004982561
6120,www.ecarsdirectory.co.uk,,1443,8,5.855162855,0.00970201,0.18758,4.429914913
6123,www.ecd-online.co.uk,,74,8,4.243243243,0.5,0.149809,1.771689498
6129,www.eclicker.co.uk,,950,5,5.109473684,1.132631579,0.353816,3.725288832
6143,www.ectaco.co.uk,,1562,13,5.90396927,0.072983355,0.20746,3.050636492
6151,www.edinburgh-places.co.uk,,844,8,4.726303318,0.079383886,0.233098,2.53567681
6155,www.edinburghbusinessdirectory.co.uk,,329,10,5.185410334,0.237082067,0.082039,2.055555556
6173,www.educationunlimited.co.uk,,10,3,5.8,0.1,0.239669,0.747252747
6176,www.edwardsville.co.uk,,56,0,4.767857143,0,0.558577,1.516431925
6188,www.efari.co.uk,,155,7,5.335483871,0.167741935,0.119561,2.343675418
6191,www.efloristdirectory.co.uk,,1120,9,7.095535714,0.004464286,0.186488,3.864876385
6200,www.einsurancedirectory.co.uk,,1636,10,7.34596577,0.003056235,0.211116,5.570787434
6202,www.ejobsdirectory.co.uk,,1151,9,5.896611642,0.004344049,0.156501,3.431906615
6211,www.electoralcommission.org.uk,,537,3,5.126629423,0.472998138,0.084536,2.343304843
6213,www.electrical-shopper.co.uk,,1186,3,5.775716695,0.010961214,0.18724,2.575641026
6219,www.electromusic.co.uk,,1328,0,4.855421687,0.323042169,0.13202,2.482758621
6220,www.electronic-products.co.uk,,228,10,6.407894737,0.337719298,0.205197,2.362237762
6223,www.electronics-superstore.co.uk,,796,1,6.201005025,0.050251256,0.0994941,2.728224655
6224,www.electronics.cheapcat.co.uk,,288,4,5.6875,0.15625,0.0637304,2.111842105
6226,www.electrosurf.co.uk,,1074,7,5.106145251,0.143389199,0.128708,2.820645161
6228,www.elginbusinessdirectory.co.uk,,242,10,5.243801653,0.32231405,0.0746954,1.932225064
6249,www.endowment-policies.co.uk,,624,12,6.028846154,0.639423077,0.130512,2.953535354
6250,www.endowmentangel.co.uk,,437,2,5.032036613,0,0.3651,2.59193707
6268,www.englandguide.co.uk,,188,3,5.792553191,0.218085106,0.0622321,1.920300752
6285,www.enstonevillage.co.uk,,777,5,5.328185328,0.018018018,0.13499,2.842196532
6287,www.entertainme.co.uk,,197,10,4.700507614,0,0.116654,1.977112676
6288,www.entertainment.cheapcat.co.uk,,169,3,5.650887574,0.266272189,0.0533818,1.830618893
6293,www.environmentally-friendly.cheapcat.co.uk,,270,4,6.014814815,0.196296296,0.0630582,1.985324948
6294,www.environmentjob.co.uk,,120,7,5.566666667,0.375,0.0589013,1.80733945
6298,www.eoob.co.uk,,233,8,4.759656652,0.08583691,0.121388,2.301886792
6301,www.epiconline.co.uk,,16,1,5.625,0.25,0.0157398,0.890756303
6313,www.equusbusinessfinance.co.uk,,1991,3,5.203415369,0.194374686,0.29578,3.18982438
6315,www.era-property.co.uk,,7,1,4,0,0.0584551,0.479452055
6339,www.eshop-solutions.co.uk,,211,1,4.701421801,0.037914692,0.0400873,1.776957164
6340,www.eshopuk.co.uk,,514,5,5.038910506,0.317120623,0.137605,2.237923576
6357,www.estate-agents-in.co.uk,,43,13,5.488372093,0,0.19716,1.585227273
6374,www.eurolabour.org.uk,,312,4,5.073717949,0,0.0920028,2.30255164
6381,www.eurozonemobiles.co.uk,,1166,17,4.605488851,0.147512864,0.188739,2.679786798
6383,www.euslabs.co.uk,,58,7,5.224137931,0.465517241,0.148384,1.504166667
6411,www.expotools.co.uk,,586,11,4.552901024,1.421501706,0.144029,2.684818482
6419,www.extralink.co.uk,,634,8,5.187697161,0.326498423,0.0961218,2.851017442
6422,www.eyelasers.co.uk,,780,13,4.873076923,0.021794872,0.36675,2.569265283
6423,www.ezze.co.uk,,158,1,6.215189873,1.215189873,0.0830866,1.795275591
6425,www.f1figures.co.uk,,6,1,4.333333333,0,0.0549683,0.438356164
6427,www.f2flowers.co.uk,,373,4,5.463806971,0.158176944,0.123105,2.361410382
6428,www.f7finance.co.uk,,389,4,4.701799486,0.136246787,0.119715,2.315240084
6430,www.fabmobile.co.uk,,367,9,5.384196185,1.209809264,0.0822203,2.359516616
6433,www.fair-shopping.co.uk,,296,9,5.344594595,0,0.0699443,2.383248731
6434,www.fairinvestment.co.uk,,431,9,5.222737819,0.50812065,0.116469,2.261382799
6437,www.faithlessuk.co.uk,,786,47,4.390585242,0.113231552,0.312477,2.419760137
6438,www.fakebands.co.uk,,511,13,5.037181996,0.170254403,0.070796,2.715669014
6449,www.farmauctionguide.co.uk,,312,0,5.070512821,0.157051282,0.0803903,2.11148272
6450,www.farrier1.co.uk,,375,2,5.010666667,0,0.226386,2.493362832
6451,www.farway.org.uk,,446,3,4.661434978,0.358744395,0.0711986,2.216856892
6456,www.fashioncapital.co.uk,,1668,2,5.006594724,0.041966427,0.16486,3.313161376
6457,www.fashionfizz.co.uk,,154,2,5.714285714,0.337662338,0.0680009,1.962049336
6458,www.fashiontraining.co.uk,,1919,8,4.552371027,0,0.513188,2.949072793
6464,www.fasterloans.org.uk,,994,5,5.636820926,0.1277666,0.248613,3.499734748
6465,www.fasterwebconnections.co.uk,,352,1,5.09375,0.034090909,0.231474,2.33405876
6468,www.fawc.org.uk,,220,4,5.113636364,0.054545455,0.101893,1.960641399
6470,www.fcaweb.co.uk,,376,3,5.069148936,0.688829787,0.162684,2.389528796
6476,www.fedra.co.uk,,1067,11,4.883786317,0.020618557,0.391011,3.481974487
6479,www.feltedwool.co.uk,,18,6,3.777777778,0.333333333,0.12782,0.977272727
6484,www.fenews.co.uk,,509,0,5.104125737,0.277013752,0.136485,2.227240143
6486,www.ferrago.co.uk,,10,2,5,0.1,0.340136,0.697674419
6487,www.fetch.co.uk,,419,10,4.661097852,0.007159905,0.166952,2.339250493
6489,www.feuk.co.uk,,489,3,4.689161554,0.139059305,0.108848,2.293487222
6497,www.filey-therapist.co.uk,,651,7,5.265745008,0.004608295,0.165933,2.482653682
6498,www.filmbug.co.uk,,306,7,4.790849673,0.764705882,0.114989,1.930283224
6500,www.finaldestinations.co.uk,,1521,11,5.14661407,0.075608153,0.138292,2.7635235
6503,www.finance-onthenet.co.uk,,191,4,5.937172775,1.554973822,0.0916438,2.154471545
6504,www.finance-seek.co.uk,,539,2,4.899814471,0,0.13696,2.31609614
6505,www.finance-today.co.uk,,459,5,4.681917211,0.322440087,0.0695379,2.074781225
6511,www.financereviews.co.uk,,616,9,5.847402597,1.314935065,0.127216,3.810298103
6512,www.financesearch.co.uk,,772,6,5.161917098,1.200777202,0.191063,2.733908046
6521,www.find-uk-computers.co.uk,,473,7,5.00422833,0.048625793,0.120329,2.288477035
6524,www.find-uk-finance.co.uk,,815,7,4.808588957,0.030674847,0.136985,2.526147279
6525,www.find-uk-gifts.co.uk,,730,7,5.105479452,0.039726027,0.136831,2.351978892
6529,www.findagadget.co.uk,,2425,12,5.343092784,0.077113402,0.101658,3.424309884
6530,www.findandbuy.co.uk,,386,10,5.443005181,0.507772021,0.133524,2.339604892
6534,www.findcarinsurance.co.uk,,1284,3,4.815420561,0.374610592,0.231947,2.702497286
6535,www.findhotel.co.uk,,508,14,5.307086614,0.188976378,0.149844,2.16194332
6536,www.findhotelrooms.co.uk,,231,5,4.67965368,1.813852814,0.124396,1.978883861
6537,www.findisimo.co.uk,,429,1,4.475524476,0.375291375,0.0506864,2.578485181
6539,www.findkwik.co.uk,,10,3,5.8,0.1,0.246809,0.747252747
6540,www.findmebanks.co.uk,,734,7,4.861035422,0.01226158,0.0612049,2.61838101
6541,www.findmeloans.co.uk,,729,4,4.496570645,0,0.0420704,2.531269741
6542,www.findmeshopping.co.uk,,520,6,4.276923077,0.188461538,0.0526129,2.13540856
6543,www.findmoreabout.co.uk,,384,7,4.640625,0.125,0.201903,2.354347826
6545,www.findtravel.co.uk,,272,2,4.169117647,0,0.0458998,1.804878049
6546,www.fine-art-cornwall.co.uk,,373,4,5.361930295,0,0.235322,2.904528764
6547,www.fine-hotels-europe.co.uk,,259,7,5.671814672,0.061776062,0.113947,2.133333333
6548,www.fine-hotels.co.uk,,555,11,5.931531532,0.007207207,0.105567,2.398379052
6549,www.fineartdirectory.co.uk,,277,4,4.9566787,0.086642599,0.0506231,2.298050139
6550,www.finklangel.me.uk,,416,0,6.670673077,0,0.285435,3.464712269
6556,www.firstdirectory.co.uk,,115,5,4.547826087,0.052173913,0.196543,1.640102828
6559,www.firstnet.co.uk,,114,5,5.245614035,0.00877193,0.384072,1.934782609
6569,www.fitness.cheapcat.co.uk,,171,3,5.631578947,0.239766082,0.0537568,1.826086957
6575,www.fixs.co.uk,,291,9,4.945017182,0.271477663,0.0600986,2.276315789
6579,www.flexible-mortgage-solutions.co.uk,,716,3,4.773743017,0.033519553,0.192966,2.705497382
6580,www.flightcentre.co.uk,,435,14,4.616091954,0.914942529,0.0388214,2.262037037
6581,www.flightcomparison.co.uk,,6,2,4.666666667,0,0.190476,0.523076923
6584,www.flights-uncovered.co.uk,,787,15,5.420584498,0.038119441,0.0901522,2.267953321
6589,www.flowers-seek.co.uk,,813,2,5.124231242,0,0.153274,2.682650862
6600,www.foe.org.uk,,185,8,5.237837838,1.302702703,0.071975,1.891803279
6601,www.fohts.co.uk,,154,8,5.12987013,0.707792208,0.288216,1.75464684
6612,www.football-info.co.uk,,264,11,5.674242424,0.075757576,0.0631215,2.24744898
6613,www.football-ringtones-uk.co.uk,,10,2,4.6,0.1,0.262857,0.7
6617,www.footballunlimited.co.uk,,10,3,5.8,0.1,0.240664,0.747252747
6623,www.forematt.co.uk,,46,1,4.782608696,0.043478261,0.0361842,1.20361991
6634,www.fostergreensmithfinance.co.uk,,578,18,5.197231834,0.371972318,0.34086,2.673134328
6639,www.fourwheeldrive.co.uk,,254,13,5.248031496,0.169291339,0.101438,1.961681088
6646,www.frc.org.uk,,261,5,5.260536398,0.689655172,0.0509859,2.144356955
6648,www.free--software--download.co.uk,,126,2,5.333333333,0.904761905,0.176101,1.864485981
6654,www.free-games-downloads.co.uk,,236,9,5.042372881,0.127118644,0.017692,2.002808989
6658,www.free-mp3-ringtones-download.co.uk,,884,4,4.981900452,0.346153846,0.532205,2.324395604
6660,www.free-recipes.co.uk,,481,5,4.841995842,0.280665281,0.312408,2.25340818
6662,www.freebnet.co.uk,,852,4,4.430751174,0.003521127,0.0494349,2.520152505
6666,www.freeindex.co.uk,,347,6,5.688760807,0.985590778,0.162871,2.249031008
6671,www.freepint.co.uk,,20,2,3.75,0.05,0.266904,0.840707965
6673,www.freightmatch.co.uk,,6,1,4.833333333,0,0.0605428,0.479452055
6677,www.friendly-directory.co.uk,,386,16,5.119170984,0.297927461,0.156726,2.311154599
6679,www.frontline.co.uk,,8110,6,4.572256473,0.003205919,0.235811,5.101715963
6682,www.fsoga.co.uk,,127,10,5.669291339,0.566929134,0.271801,1.869757174
6684,www.fuelled.co.uk,,177,8,5.293785311,0.033898305,0.114618,1.817292007
6694,www.funegreets.co.uk,,841,10,5.181926278,0.508917955,0.193319,2.452358491
6697,www.funnyjunk.co.uk,,9,4,4.222222222,0.444444444,0.0449704,0.602564103
6699,www.furniture.cheapcat.co.uk,,269,3,6.022304833,0.200743494,0.0628711,1.990516333
6702,www.furthereducation.co.uk,,337,13,6.086053412,0.15727003,0.0832522,2.341176471
6709,www.futureskillsscotland.org.uk,,10,2,4.6,0.1,0.25,0.7
6713,www.g2games.co.uk,,187,4,4.534759358,0.368983957,0.0594837,1.733668342
6715,www.g2golf.co.uk,,4,0,4,0,0.727273,0.338983051
6718,www.gadgets-buy.co.uk,,182,5,5.28021978,0.703296703,0.0979313,1.984375
6721,www.gagging-blowjobs.co.uk,,8,2,4.5,0.125,0.162896,0.556962025
6723,www.galleries-shopping.co.uk,,87,0,5.67816092,0.057471264,0.0878066,1.636619718
6727,www.gamecheatszone.co.uk,,696,15,5.051724138,0.070402299,0.300667,2.840188806
6730,www.gamemobile.co.uk,,2692,11,5.166047548,0.366641902,0.107215,4.191666667
6733,www.games-for-sale.co.uk,,251,9,4.701195219,0.119521912,0.0178353,1.853626943
6734,www.games-today.co.uk,,183,12,5.169398907,0.387978142,0.165558,2.200779727
6735,www.games-world.org.uk,,1228,9,4.464983713,0.685667752,0.116178,2.485555556
6744,www.garden-and-home-directory.co.uk,,531,4,4.491525424,0.171374765,0.142644,2.361133603
6745,www.garden-directory.co.uk,,523,3,5.349904398,0.458891013,0.113445,2.307852675
6746,www.garden-ideas.co.uk,,493,2,4.829614604,0.14198783,0.175486,2.273734177
6760,www.gatesheadbaptistchurch.co.uk,,127,13,5.102362205,0.582677165,0.237885,1.881067961
6762,www.gatwickrentacar.co.uk,,107,7,5.682242991,0.654205607,0.235933,1.942934783
6764,www.gay-videos.co.uk,,1344,15,4.914434524,0.05952381,0.0580328,2.445093817
6767,www.gaynor.co.uk,,212,11,4.514150943,0.04245283,0.173653,1.941860465
6783,www.geizhals.co.uk,,952,3,4.973739496,0.698529412,0.178356,2.197449768
6807,www.georeviews.co.uk,,354,6,4.581920904,0.09039548,0.102808,2.400972053
6811,www.get-car-insurance.co.uk,,219,2,5.803652968,0.872146119,0.134626,2.204142012
6812,www.get-cars.co.uk,,206,1,5.655339806,0.927184466,0.125919,2.064759036
6816,www.get-kaza.co.uk,,216,9,5.365740741,0.138888889,0.0177638,2.022058824
6817,www.get-kazaa.co.uk,,97,9,5.206185567,0.309278351,0.0166277,1.739884393
6818,www.get-mobile-phones.co.uk,,219,2,5.767123288,0.872146119,0.133977,2.185840708
6820,www.get-shopping.co.uk,,213,7,5.009389671,0.145539906,0.0323089,2
6823,www.getlive.co.uk,,6,2,4.666666667,0,0.224,0.523076923
6828,www.giantexplorer.co.uk,,1456,3,6.315247253,0.019917582,0.105359,2.823700954
6830,www.gift-for-her.co.uk,,10,3,5.8,0.1,0.25,0.747252747
6833,www.giftgrotto.co.uk,,620,15,4.959677419,0.262903226,0.132623,2.322438718
6838,www.gifts.cheapcat.co.uk,,186,3,5.967741935,0.204301075,0.0594728,1.835694051
6842,www.gkford.co.uk,,119,0,4.705882353,0.268907563,0.0533689,1.727735369
6850,www.glasgowbusinessdirectory.co.uk,,126,10,6,0.650793651,0.0573118,1.753479125
6860,www.globaldirect.co.uk,,1168,12,4.613013699,0.636986301,0.0657643,2.320707965
6861,www.globalfusionarts.co.uk,,172,14,5.151162791,0.598837209,0.289448,2.050387597
6866,www.globalvision.co.uk,,1361,16,5.139603233,0.319617928,0.0734838,2.785333333
6884,www.gocook.co.uk,,140,5,5.157142857,0.371428571,0.0616778,1.780991736
6889,www.goklaser.org.uk,,505,0,4.659405941,0,0.246027,1.94952251
6892,www.goldenpheasant.co.uk,,35,5,6.657142857,0.2,0.0303267,1.223744292
6894,www.goldsmiths.co.uk,,478,0,4.905857741,0.485355649,0.0727199,2.042691751
6896,www.golf-courses-now.co.uk,,2107,4,4.955386806,0.008068344,0.0737614,5.144731447
6897,www.golfersguide.co.uk,,555,2,5.365765766,0.223423423,0.0628708,2.672465961
6900,www.goodconnections.co.uk,,467,6,5.456102784,0,0.058308,2.20555962
6902,www.goodloans.co.uk,,1028,11,4.61381323,0.0807393,0.0965575,2.732481061
6908,www.gooshing.co.uk,,364,13,5.398351648,0.024725275,0.203648,2.243737958
6922,www.gr8tonz4u.co.uk,,801,4,4.902621723,0.36329588,0.533415,2.349900596
6927,www.grampasea.co.uk,,122,15,5.204918033,0.532786885,0.240621,2.156695157
6928,www.grand-national-guide.co.uk,,619,9,4.423263328,0.205169628,0.159316,2.495910781
6930,www.grandshop.co.uk,,150,6,5.293333333,0.186666667,0.0687089,2.464751958
6934,www.graphicdesigns.co.uk,,265,14,5.996226415,0.226415094,0.107992,2.244552058
6938,www.great-gift-ideas.org.uk,,1801,3,5.043309273,0.102165464,0.178213,2.887768639
6939,www.great-hotel-deals.co.uk,,236,7,4.995762712,0,0.486186,2.271268058
6942,www.greatringtones.co.uk,,22,3,4.681818182,0.045454545,0.329073,0.992063492
6944,www.greeceinbritain.org.uk,,11,1,5.272727273,0,0.0179845,0.75
6948,www.greenenergy.org.uk,,17,1,4.529411765,0,0.0990991,0.839285714
6949,www.greenhowards.org.uk,,565,6,4.233628319,0.077876106,0.0382536,2.113652609
6951,www.greennuneaton.org.uk,,315,9,4.93968254,0.107936508,0.328895,2.088169643
6962,www.growingbusiness.co.uk,,1130,2,5.053982301,0.263716814,0.0491408,2.608082348
6964,www.gruntled.co.uk,,624,7,5.075320513,0.296474359,0.202818,2.665963432
6966,www.gscc.org.uk,,6,2,4.666666667,0,0.190476,0.523076923
6973,www.guardianbookshop.co.uk,,3,3,5.666666667,0,0.0467033,0.333333333
6974,www.guardianjobmatch.co.uk,,10,3,5.8,0.1,0.239669,0.747252747
6976,www.guardianunlimited.co.uk,,10,3,5.8,0.1,0.245763,0.747252747
6977,www.guide-u.co.uk,,22,2,3.590909091,0.045454545,0.268707,0.870689655
6989,www.gwydyrhouse.co.uk,,6,1,4.666666667,0,0.0587002,0.478873239
6991,www.gymuser.co.uk,,375,8,4.842666667,0.114666667,0.0799683,2.316067653
6997,www.hackneyhomes.org.uk,,464,4,4.903017241,0.232758621,0.103273,2.290133779
6999,www.hair.cheapcat.co.uk,,188,3,5.776595745,0.25,0.0563278,1.88183161
7002,www.halifax-shopping.co.uk,,464,11,5.170258621,0.50862069,0.0822928,2.515817223
7005,www.halifaxshoppingextra.co.uk,,463,11,5.196544276,0.509719222,0.0823606,2.503490401
7015,www.happyhunter.co.uk,,692,0,4.595375723,0.040462428,0.209376,2.687022901
7019,www.hardcore-sex-young.co.uk,,126,2,5.301587302,0.904761905,0.175328,1.872641509
7023,www.harfieldsofhorsham.co.uk,,179,15,4.832402235,0.022346369,0.0828465,1.775510204
7027,www.harrisonfinancialservices.co.uk,,258,4,5.372093023,0.011627907,0.123529,2.227642276
7032,www.harrypotter-warnercansuemyarse.co.uk,,491,3,4.576374745,0,0.234014,2.366464996
7040,www.haughdalehighlandhotel.co.uk,,129,11,4.705426357,0.627906977,0.231945,1.82630273
7047,www.hbuk.co.uk,,220,11,5.604545455,0.272727273,0.0620658,2.037868163
7054,www.headfirstpost.co.uk,,6,1,5,0,0.0623701,0.48
7060,www.health-and-beauty.cheapcat.co.uk,,190,5,5.736842105,0.236842105,0.0564942,1.885125184
7064,www.healthcare.cheapcat.co.uk,,188,3,5.771276596,0.25,0.0563051,1.874815906
7068,www.healthserve.org.uk,,393,2,4.493638677,0,0.205612,2.246618106
7074,www.helenhuntley.co.uk,,411,4,5.077858881,0.085158151,0.563445,2.569958848
7080,www.henandstagweekend.co.uk,,244,11,5.254098361,0.131147541,0.0191072,1.989569752
7094,www.hesda.org.uk,,183,7,5.633879781,0.568306011,0.164723,2.036912752
7095,www.hetty.co.uk,,389,4,4.624678663,0.005141388,0.215294,2.33511206
7098,www.hftra.co.uk,,187,23,5.240641711,0.572192513,0.310717,2.37195122
7109,www.high-street-names.co.uk,,279,6,4.974910394,0.964157706,0.109068,1.866741321
7110,www.highamsweddingservices.co.uk,,72,4,5.486111111,0.652777778,0.172791,1.610344828
7111,www.highbury-hotel.co.uk,,119,7,5.352941176,0.705882353,0.250295,1.762237762
7132,www.hitech-sales.co.uk,,164,7,4.640243902,0.323170732,0.0566515,1.828063241
7133,www.hitwise.co.uk,,129,12,5.96124031,0.15503876,0.0385058,1.717017208
7150,www.hoddereducation.co.uk,,2560,2,6.072265625,0.005859375,0.139134,7.150473934
7151,www.hodderheadline.co.uk,,44,4,4.5,0.113636364,0.223224,1.234693878
7163,www.holidayhotels.co.uk,,381,2,4.601049869,0.480314961,0.118542,2.209109731
7165,www.holidayrentals.co.uk,,1526,23,5.384010485,0.23197903,0.104654,2.907191883
7169,www.holidaysuncovered.org.uk,,975,0,5.887179487,0.056410256,0.165142,3.49012474
7171,www.holidayuk.co.uk,,644,12,4.534161491,0.204968944,0.123379,2.522292994
7172,www.holidaywarehouse.co.uk,,1970,6,5.104060914,0.183248731,0.159527,3.880283963
7180,www.home-index.co.uk,,209,5,5.956937799,0.598086124,0.145427,1.967523681
7184,www.home.insurance-central-uk.co.uk,,1194,13,5.330820771,0,0.0957892,2.857844991
7189,www.homeinsurancequotesuk.co.uk,,442,5,4.708144796,0.088235294,0.150253,2.349162011
7196,www.homes-infocus.co.uk,,1177,5,4.973661852,0.01104503,0.383467,2.999573379
7197,www.homes2gardens.co.uk,,16,6,5.5,0.0625,0.277603,0.896551724
7198,www.homesforsaleinspain.co.uk,,624,14,4.695512821,0.125,0.133766,2.825119237
7211,www.horoscope-uk.co.uk,,504,6,4.696428571,0.214285714,0.198807,2.227307991
7212,www.horrordvds.co.uk,,102,2,4.480392157,0.549019608,0.0981529,1.875838926
7215,www.horse-s.co.uk,,179,2,5.195530726,0,0.109579,2.405639913
7219,www.hortips.co.uk,,51,5,4.764705882,0.568627451,0.127425,1.413461538
7220,www.horwichrmicc.co.uk,,15,3,4.866666667,0.333333333,0.0738119,0.854368932
7221,www.horwichstmarysjfc.co.uk,,78,6,5.076923077,0.564102564,0.174834,1.742647059
7225,www.hot-asian-babes.co.uk,,159,6,4.974842767,0.025157233,0.0884985,1.892430279
7227,www.hotbot.co.uk,,85,1,5.105882353,0.270588235,0.105442,1.530973451
7228,www.hotclassifieds.co.uk,,266,1,5.176691729,0.018796992,0.0546559,1.86492622
7230,www.hotel-in.co.uk,,426,10,4.953051643,0.007042254,0.0841241,2.278526505
7232,www.hotel-server.co.uk,,2,0,5.5,0,0.0319767,0.240740741
7239,www.hotels-and-accommodation.co.uk,,411,14,5.520681265,0.055961071,0.114279,2.809224319
7241,www.hotels-christmas-breaks.co.uk,,253,7,4.964426877,0,0.349666,2.235555556
7242,www.hotels-discount-travel.co.uk,,576,13,4.107638889,0.069444444,0.103143,2.719038817
7245,www.hotels-in-england.co.uk,,24,3,4.333333333,0.041666667,0.313253,1
7248,www.hotels.cheapcat.co.uk,,285,4,5.105263158,0.059649123,0.0292739,2.185929648
7252,www.hotelstreet.co.uk,,461,9,5.364425163,0.242950108,0.113947,2.337848606
7257,www.house-insurance-today.co.uk,,199,13,5.783919598,0.407035176,0.182785,2.566539924
7264,www.howdoidothat.co.uk,,320,5,3.896875,0.665625,0.11211,2.103355705
7276,www.hu-server.co.uk,,5,3,4.6,0,0.0433145,0.4375
7296,www.hypersonik.co.uk,,620,4,4.503225806,0.012903226,0.256335,2.139184953
7297,www.i-prudence.co.uk,,511,7,5.045009785,0,0.327407,2.927962085
7298,www.i-save.org.uk,,664,9,6.299698795,0.003012048,0.437415,3.86523126
7301,www.i2020.co.uk,,684,12,4.859649123,1.643274854,0.0432593,2.286366229
7307,www.ibmpcug.co.uk,,234,11,5.504273504,0.158119658,0.019395,2.051212938
7316,www.icbytes.co.uk,,10,2,5,0.1,0.310559,0.697674419
7317,www.iccoventry.co.uk,,22,3,4.772727273,0.045454545,0.325077,1.024193548
7321,www.icenet.org.uk,,10,2,4.6,0.1,0.326241,0.7
7323,www.icfree.co.uk,,10,2,5,0.1,0.290698,0.697674419
7326,www.icm-online.co.uk,,292,3,5.157534247,0.044520548,0.237091,1.956474429
7364,www.impact-paving.co.uk,,13,1,4,0.076923077,0.0948905,0.902777778
7367,www.imported-cars-uk.co.uk,,384,5,4.588541667,0.0078125,0.295886,2.139581256
7369,www.imscoldrooms.co.uk,,74,5,5.432432432,0.554054054,0.181244,1.670175439
7370,www.in-england.co.uk,,554,11,5.541516245,0.498194946,0.19154,2.388925511
7381,www.indigo-av.co.uk,,7,0,3.428571429,0,0.333333,0.462686567
7387,www.industryspecific.co.uk,,493,5,5.215010142,0.135902637,0.167459,2.193271296
7389,www.ineedfinance.co.uk,,10,3,5.8,0.1,0.235772,0.747252747
7403,www.infomia.co.uk,,271,6,5.557195572,0.649446494,0.0579543,2.427595628
7412,www.informationbritain.5pm.co.uk,,78,2,4.833333333,0.230769231,0.0844345,1.625
7416,www.infosearch.co.uk,,515,10,5.576699029,0.34368932,0.0888944,2.282345013
7423,www.inkfilling.co.uk,,1153,0,4.973113617,0.09366869,0.2232,2.798455912
7427,www.innertalk-success.co.uk,,618,8,5.090614887,0.058252427,0.213389,2.359874608
7443,www.insurance-2u.co.uk,,1242,13,5.125603865,0.471014493,0.100063,3.299219428
7451,www.insurance-s.co.uk,,106,0,4.79245283,0,0.354007,1.749287749
7452,www.insurance-uk.me.uk,,635,9,5.418897638,2.111811024,0.0877314,2.614496472
7454,www.insuranceonline.org.uk,,214,9,5.317757009,0.387850467,0.110005,2.736842105
7455,www.insurancespot.co.uk,,138,2,5.18115942,0,0.203646,2.100985222
7456,www.insurancetime.co.uk,,919,2,4.812840044,0.020674646,0.233367,2.628937008
7458,www.insure-onthenet.co.uk,,173,3,6.601156069,1.942196532,0.0791023,2.66194332
7460,www.intamobilephones.co.uk,,650,6,4.992307692,0.053846154,0.120507,3.017041053
